0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,0,0,0,0
